region,ålder,kön,tabellinnehåll,år,DATA
Dalarnas län,50-54 år,män,Antal,2020,9237.0
Dalarnas län,50-54 år,män,Antal,2021,9082.0
Dalarnas län,50-54 år,män,Antal,2022,8949.5
Dalarnas län,50-54 år,män,Antal,2023,8847.0
Dalarnas län,50-54 år,män,Antal,2024,8874.5
Dalarnas län,50-54 år,kvinnor,Antal,2008,9311.5
Dalarnas län,50-54 år,kvinnor,Antal,2009,9217.5
Dalarnas län,50-54 år,kvinnor,Antal,2010,9072.0
Dalarnas län,50-54 år,kvinnor,Antal,2011,8898.5
Dalarnas län,50-54 år,kvinnor,Antal,2012,8738.0
Dalarnas län,50-54 år,kvinnor,Antal,2013,8761.5
Dalarnas län,50-54 år,kvinnor,Antal,2014,8971.5
Dalarnas län,50-54 år,kvinnor,Antal,2015,9083.5
Dalarnas län,50-54 år,kvinnor,Antal,2016,9293.5
Dalarnas län,50-54 år,kvinnor,Antal,2017,9518.0
Dalarnas län,50-54 år,kvinnor,Antal,2018,9518.0
Dalarnas län,50-54 år,kvinnor,Antal,2019,9214.5
Dalarnas län,50-54 år,kvinnor,Antal,2020,8949.0
Dalarnas län,50-54 år,kvinnor,Antal,2021,8825.5
Dalarnas län,50-54 år,kvinnor,Antal,2022,8659.5
Dalarnas län,50-54 år,kvinnor,Antal,2023,8570.0
Dalarnas län,50-54 år,kvinnor,Antal,2024,8561.0
Dalarnas län,55-59 år,män,Antal,2008,10072.0
Dalarnas län,55-59 år,män,Antal,2009,9829.5
Dalarnas län,55-59 år,män,Antal,2010,9687.5
Dalarnas län,55-59 år,män,Antal,2011,9624.5
Dalarnas län,55-59 år,män,Antal,2012,9452.0
Dalarnas län,55-59 år,män,Antal,2013,9269.0
Dalarnas län,55-59 år,män,Antal,2014,9148.0
Dalarnas län,55-59 år,män,Antal,2015,9058.5
Dalarnas län,55-59 år,män,Antal,2016,8867.0
Dalarnas län,55-59 år,män,Antal,2017,8934.0
Dalarnas län,55-59 år,män,Antal,2018,8987.0
Dalarnas län,55-59 år,män,Antal,2019,9206.0
Dalarnas län,55-59 år,män,Antal,2020,9300.5
Dalarnas län,55-59 år,män,Antal,2021,9523.0
Dalarnas län,55-59 år,män,Antal,2022,9615.5
Dalarnas län,55-59 år,män,Antal,2023,9607.5
Dalarnas län,55-59 år,män,Antal,2024,9324.5
Dalarnas län,55-59 år,kvinnor,Antal,2008,9556.0
Dalarnas län,55-59 år,kvinnor,Antal,2009,9294.0
Dalarnas län,55-59 år,kvinnor,Antal,2010,9239.0
Dalarnas län,55-59 år,kvinnor,Antal,2011,9291.5
Dalarnas län,55-59 år,kvinnor,Antal,2012,9343.0
Dalarnas län,55-59 år,kvinnor,Antal,2013,9257.0
Dalarnas län,55-59 år,kvinnor,Antal,2014,9173.5
Dalarnas län,55-59 år,kvinnor,Antal,2015,9002.0
Dalarnas län,55-59 år,kvinnor,Antal,2016,8854.5
Dalarnas län,55-59 år,kvinnor,Antal,2017,8728.5
Dalarnas län,55-59 år,kvinnor,Antal,2018,8751.0
Dalarnas län,55-59 år,kvinnor,Antal,2019,8963.0
Dalarnas län,55-59 år,kvinnor,Antal,2020,9084.0
Dalarnas län,55-59 år,kvinnor,Antal,2021,9321.5
Dalarnas län,55-59 år,kvinnor,Antal,2022,9518.5
Dalarnas län,55-59 år,kvinnor,Antal,2023,9482.5
Dalarnas län,55-59 år,kvinnor,Antal,2024,9189.5
Dalarnas län,60-64 år,män,Antal,2008,11120.5
Dalarnas län,60-64 år,män,Antal,2009,10980.0
Dalarnas län,60-64 år,män,Antal,2010,10755.0
Dalarnas län,60-64 år,män,Antal,2011,10438.0
Dalarnas län,60-64 år,män,Antal,2012,10169.5
Dalarnas län,60-64 år,män,Antal,2013,9847.0
Dalarnas län,60-64 år,män,Antal,2014,9603.5
Dalarnas län,60-64 år,män,Antal,2015,9472.5
Dalarnas län,60-64 år,män,Antal,2016,9439.5
Dalarnas län,60-64 år,män,Antal,2017,9277.0
Dalarnas län,60-64 år,män,Antal,2018,9131.0
Dalarnas län,60-64 år,män,Antal,2019,9004.5
Dalarnas län,60-64 år,män,Antal,2020,8938.0
Dalarnas län,60-64 år,män,Antal,2021,8795.5
Dalarnas län,60-64 år,män,Antal,2022,8816.5
Dalarnas län,60-64 år,män,Antal,2023,8831.5
Dalarnas län,60-64 år,män,Antal,2024,9082.5
Dalarnas län,60-64 år,kvinnor,Antal,2008,10453.0
Dalarnas län,60-64 år,kvinnor,Antal,2009,10437.0
Dalarnas län,60-64 år,kvinnor,Antal,2010,10354.0
Dalarnas län,60-64 år,kvinnor,Antal,2011,9975.5
Dalarnas län,60-64 år,kvinnor,Antal,2012,9745.5
Dalarnas län,60-64 år,kvinnor,Antal,2013,9514.0
Dalarnas län,60-64 år,kvinnor,Antal,2014,9225.5
Dalarnas län,60-64 år,kvinnor,Antal,2015,9152.5
Dalarnas län,60-64 år,kvinnor,Antal,2016,9177.0
Dalarnas län,60-64 år,kvinnor,Antal,2017,9219.5
Dalarnas län,60-64 år,kvinnor,Antal,2018,9152.0
Dalarnas län,60-64 år,kvinnor,Antal,2019,9082.0
Dalarnas län,60-64 år,kvinnor,Antal,2020,8946.5
Dalarnas län,60-64 år,kvinnor,Antal,2021,8824.5
Dalarnas län,60-64 år,kvinnor,Antal,2022,8715.5
Dalarnas län,60-64 år,kvinnor,Antal,2023,8710.0
Dalarnas län,60-64 år,kvinnor,Antal,2024,8910.5
Dalarnas län,65-69 år,män,Antal,2008,8220.5
Dalarnas län,65-69 år,män,Antal,2009,8818.0
Dalarnas län,65-69 år,män,Antal,2010,9470.5
Dalarnas län,65-69 år,män,Antal,2011,10040.5
Dalarnas län,65-69 år,män,Antal,2012,10403.5
Dalarnas län,65-69 år,män,Antal,2013,10720.0
Dalarnas län,65-69 år,män,Antal,2014,10627.0
Dalarnas län,65-69 år,män,Antal,2015,10399.5
Dalarnas län,65-69 år,män,Antal,2016,10117.5
Dalarnas län,65-69 år,män,Antal,2017,9829.5
Dalarnas län,65-69 år,män,Antal,2018,9506.5
Dalarnas län,65-69 år,män,Antal,2019,9305.5
Dalarnas län,65-69 år,män,Antal,2020,9186.5
Dalarnas län,65-69 år,män,Antal,2021,9159.5
Dalarnas län,65-69 år,män,Antal,2022,9040.0
Dalarnas län,65-69 år,män,Antal,2023,8907.0
Dalarnas län,65-69 år,män,Antal,2024,8821.0
Dalarnas län,65-69 år,kvinnor,Antal,2008,8103.5
Dalarnas län,65-69 år,kvinnor,Antal,2009,8652.0
Dalarnas län,65-69 år,kvinnor,Antal,2010,9211.0
Dalarnas län,65-69 år,kvinnor,Antal,2011,9722.5
Dalarnas län,65-69 år,kvinnor,Antal,2012,10037.5
Dalarnas län,65-69 år,kvinnor,Antal,2013,10232.0
Dalarnas län,65-69 år,kvinnor,Antal,2014,10210.0
Dalarnas län,65-69 år,kvinnor,Antal,2015,10137.5
Dalarnas län,65-69 år,kvinnor,Antal,2016,9779.0
Dalarnas län,65-69 år,kvinnor,Antal,2017,9538.0
Dalarnas län,65-69 år,kvinnor,Antal,2018,9288.0
Dalarnas län,65-69 år,kvinnor,Antal,2019,9008.0
Dalarnas län,65-69 år,kvinnor,Antal,2020,8961.5
Dalarnas län,65-69 år,kvinnor,Antal,2021,9006.5
Dalarnas län,65-69 år,kvinnor,Antal,2022,9104.5
Dalarnas län,65-69 år,kvinnor,Antal,2023,9067.5
Dalarnas län,65-69 år,kvinnor,Antal,2024,9001.0
Dalarnas län,70-74 år,män,Antal,2008,6041.5
Dalarnas län,70-74 år,män,Antal,2009,6294.0
Dalarnas län,70-74 år,män,Antal,2010,6461.5
Dalarnas län,70-74 år,män,Antal,2011,6825.5
Dalarnas län,70-74 år,män,Antal,2012,7262.0
Dalarnas län,70-74 år,män,Antal,2013,7685.0
Dalarnas län,70-74 år,män,Antal,2014,8225.5
Dalarnas län,70-74 år,män,Antal,2015,8839.5
Dalarnas län,70-74 år,män,Antal,2016,9328.0
Dalarnas län,70-74 år,män,Antal,2017,9753.5
Dalarnas län,70-74 år,män,Antal,2018,10055.0
Dalarnas län,70-74 år,män,Antal,2019,9959.5
Dalarnas län,70-74 år,män,Antal,2020,9760.5
Dalarnas län,70-74 år,män,Antal,2021,9527.5
Dalarnas län,70-74 år,män,Antal,2022,9266.0
Dalarnas län,70-74 år,män,Antal,2023,8983.0
Dalarnas län,70-74 år,män,Antal,2024,8760.0
Dalarnas län,70-74 år,kvinnor,Antal,2008,6567.0
Dalarnas län,70-74 år,kvinnor,Antal,2009,6758.0
Dalarnas län,70-74 år,kvinnor,Antal,2010,6819.0
Dalarnas län,70-74 år,kvinnor,Antal,2011,6985.0
Dalarnas län,70-74 år,kvinnor,Antal,2012,7315.5
Dalarnas län,70-74 år,kvinnor,Antal,2013,7655.0
Dalarnas län,70-74 år,kvinnor,Antal,2014,8215.5
Dalarnas län,70-74 år,kvinnor,Antal,2015,8757.0
Dalarnas län,70-74 år,kvinnor,Antal,2016,9239.5
Dalarnas län,70-74 år,kvinnor,Antal,2017,9521.0
Dalarnas län,70-74 år,kvinnor,Antal,2018,9713.0
Dalarnas län,70-74 år,kvinnor,Antal,2019,9743.5
Dalarnas län,70-74 år,kvinnor,Antal,2020,9699.0
Dalarnas län,70-74 år,kvinnor,Antal,2021,9378.5
Dalarnas län,70-74 år,kvinnor,Antal,2022,9162.0
Dalarnas län,70-74 år,kvinnor,Antal,2023,8891.0
Dalarnas län,70-74 år,kvinnor,Antal,2024,8639.0
Gävleborgs län,15-19 år,män,Antal,2008,10238.5
Gävleborgs län,15-19 år,män,Antal,2009,10063.0
Gävleborgs län,15-19 år,män,Antal,2010,9566.5
Gävleborgs län,15-19 år,män,Antal,2011,9024.5
Gävleborgs län,15-19 år,män,Antal,2012,8454.0
Gävleborgs län,15-19 år,män,Antal,2013,8125.0
Gävleborgs län,15-19 år,män,Antal,2014,7887.5
Gävleborgs län,15-19 år,män,Antal,2015,7907.5
Gävleborgs län,15-19 år,män,Antal,2016,7962.5
Gävleborgs län,15-19 år,män,Antal,2017,8148.0
Gävleborgs län,15-19 år,män,Antal,2018,8307.0
Gävleborgs län,15-19 år,män,Antal,2019,8389.5
Gävleborgs län,15-19 år,män,Antal,2020,8423.0
Gävleborgs län,15-19 år,män,Antal,2021,8503.5
Gävleborgs län,15-19 år,män,Antal,2022,8519.5
Gävleborgs län,15-19 år,män,Antal,2023,8422.0
Gävleborgs län,15-19 år,män,Antal,2024,8414.5
Gävleborgs län,15-19 år,kvinnor,Antal,2008,9717.5
Gävleborgs län,15-19 år,kvinnor,Antal,2009,9541.5
Gävleborgs län,15-19 år,kvinnor,Antal,2010,9148.5
Gävleborgs län,15-19 år,kvinnor,Antal,2011,8563.5
Gävleborgs län,15-19 år,kvinnor,Antal,2012,7924.0
Gävleborgs län,15-19 år,kvinnor,Antal,2013,7532.5
Gävleborgs län,15-19 år,kvinnor,Antal,2014,7255.5
Gävleborgs län,15-19 år,kvinnor,Antal,2015,7171.5
Gävleborgs län,15-19 år,kvinnor,Antal,2016,7176.0
Gävleborgs län,15-19 år,kvinnor,Antal,2017,7294.0
Gävleborgs län,15-19 år,kvinnor,Antal,2018,7434.0
Gävleborgs län,15-19 år,kvinnor,Antal,2019,7653.0
Gävleborgs län,15-19 år,kvinnor,Antal,2020,7705.5
Gävleborgs län,15-19 år,kvinnor,Antal,2021,7917.5
Gävleborgs län,15-19 år,kvinnor,Antal,2022,7983.0
Gävleborgs län,15-19 år,kvinnor,Antal,2023,7986.0
Gävleborgs län,15-19 år,kvinnor,Antal,2024,7903.0
Gävleborgs län,20-24 år,män,Antal,2008,8303.5
Gävleborgs län,20-24 år,män,Antal,2009,8633.0
Gävleborgs län,20-24 år,män,Antal,2010,9138.0
Gävleborgs län,20-24 år,män,Antal,2011,9512.0
Gävleborgs län,20-24 år,män,Antal,2012,9754.0
Gävleborgs län,20-24 år,män,Antal,2013,9715.0
Gävleborgs län,20-24 år,män,Antal,2014,9566.0
Gävleborgs län,20-24 år,män,Antal,2015,9271.0
Gävleborgs län,20-24 år,män,Antal,2016,9038.5
Gävleborgs län,20-24 år,män,Antal,2017,8605.5
Gävleborgs län,20-24 år,män,Antal,2018,8290.0
Gävleborgs län,20-24 år,män,Antal,2019,8061.5
Gävleborgs län,20-24 år,män,Antal,2020,8040.0
Gävleborgs län,20-24 år,män,Antal,2021,7929.0
Gävleborgs län,20-24 år,män,Antal,2022,7914.5
Gävleborgs län,20-24 år,män,Antal,2023,7828.0
Gävleborgs län,20-24 år,män,Antal,2024,7676.5
Gävleborgs län,20-24 år,kvinnor,Antal,2008,7554.0
Gävleborgs län,20-24 år,kvinnor,Antal,2009,7868.0
Gävleborgs län,20-24 år,kvinnor,Antal,2010,8304.5
Gävleborgs län,20-24 år,kvinnor,Antal,2011,8714.0
Gävleborgs län,20-24 år,kvinnor,Antal,2012,8992.0
Gävleborgs län,20-24 år,kvinnor,Antal,2013,8994.0
Gävleborgs län,20-24 år,kvinnor,Antal,2014,8827.0
Gävleborgs län,20-24 år,kvinnor,Antal,2015,8515.0
Gävleborgs län,20-24 år,kvinnor,Antal,2016,8074.0
Gävleborgs län,20-24 år,kvinnor,Antal,2017,7640.0
Gävleborgs län,20-24 år,kvinnor,Antal,2018,7231.5
Gävleborgs län,20-24 år,kvinnor,Antal,2019,6921.0
Gävleborgs län,20-24 år,kvinnor,Antal,2020,6740.0
Gävleborgs län,20-24 år,kvinnor,Antal,2021,6599.0
Gävleborgs län,20-24 år,kvinnor,Antal,2022,6634.0
Gävleborgs län,20-24 år,kvinnor,Antal,2023,6645.0
Gävleborgs län,20-24 år,kvinnor,Antal,2024,6729.0
Gävleborgs län,25-29 år,män,Antal,2008,7073.5
Gävleborgs län,25-29 år,män,Antal,2009,7134.5
Gävleborgs län,25-29 år,män,Antal,2010,7213.5
Gävleborgs län,25-29 år,män,Antal,2011,7385.0
Gävleborgs län,25-29 år,män,Antal,2012,7578.0
Gävleborgs län,25-29 år,män,Antal,2013,7945.0
Gävleborgs län,25-29 år,män,Antal,2014,8390.0
Gävleborgs län,25-29 år,män,Antal,2015,8953.5
Gävleborgs län,25-29 år,män,Antal,2016,9474.5
Gävleborgs län,25-29 år,män,Antal,2017,9791.0
Gävleborgs län,25-29 år,män,Antal,2018,9676.5
Gävleborgs län,25-29 år,män,Antal,2019,9475.5
Gävleborgs län,25-29 år,män,Antal,2020,9092.0
Gävleborgs län,25-29 år,män,Antal,2021,8660.0
Gävleborgs län,25-29 år,män,Antal,2022,8200.0
Gävleborgs län,25-29 år,män,Antal,2023,7848.5
Gävleborgs län,25-29 år,män,Antal,2024,7601.5
Gävleborgs län,25-29 år,kvinnor,Antal,2008,6323.0
Gävleborgs län,25-29 år,kvinnor,Antal,2009,6472.0
Gävleborgs län,25-29 år,kvinnor,Antal,2010,6547.5
Gävleborgs län,25-29 år,kvinnor,Antal,2011,6650.0
Gävleborgs län,25-29 år,kvinnor,Antal,2012,6762.0
Gävleborgs län,25-29 år,kvinnor,Antal,2013,7156.5
Gävleborgs län,25-29 år,kvinnor,Antal,2014,7721.5
Gävleborgs län,25-29 år,kvinnor,Antal,2015,8201.0
Gävleborgs län,25-29 år,kvinnor,Antal,2016,8549.5
Gävleborgs län,25-29 år,kvinnor,Antal,2017,8867.5
Gävleborgs län,25-29 år,kvinnor,Antal,2018,8974.5
Gävleborgs län,25-29 år,kvinnor,Antal,2019,8725.5
Gävleborgs län,25-29 år,kvinnor,Antal,2020,8387.0
Gävleborgs län,25-29 år,kvinnor,Antal,2021,7883.0
Gävleborgs län,25-29 år,kvinnor,Antal,2022,7340.0
Gävleborgs län,25-29 år,kvinnor,Antal,2023,6837.0
Gävleborgs län,25-29 år,kvinnor,Antal,2024,6524.5
Gävleborgs län,30-34 år,män,Antal,2008,7337.0
Gävleborgs län,30-34 år,män,Antal,2009,7105.5
Gävleborgs län,30-34 år,män,Antal,2010,6948.0
Gävleborgs län,30-34 år,män,Antal,2011,6932.0
Gävleborgs län,30-34 år,män,Antal,2012,6960.5
Gävleborgs län,30-34 år,män,Antal,2013,7149.5
Gävleborgs län,30-34 år,män,Antal,2014,7368.0
Gävleborgs län,30-34 år,män,Antal,2015,7540.5
Gävleborgs län,30-34 år,män,Antal,2016,7816.0
Gävleborgs län,30-34 år,män,Antal,2017,8193.5
Gävleborgs län,30-34 år,män,Antal,2018,8522.5
Gävleborgs län,30-34 år,män,Antal,2019,8809.5
Gävleborgs län,30-34 år,män,Antal,2020,9140.5
Gävleborgs län,30-34 år,män,Antal,2021,9514.0
Gävleborgs län,30-34 år,män,Antal,2022,9708.0
Gävleborgs län,30-34 år,män,Antal,2023,9640.5
Gävleborgs län,30-34 år,män,Antal,2024,9463.0
Gävleborgs län,30-34 år,kvinnor,Antal,2008,7065.5
Gävleborgs län,30-34 år,kvinnor,Antal,2009,6768.0
Gävleborgs län,30-34 år,kvinnor,Antal,2010,6642.0
Gävleborgs län,30-34 år,kvinnor,Antal,2011,6594.0
Gävleborgs län,30-34 år,kvinnor,Antal,2012,6620.0
Gävleborgs län,30-34 år,kvinnor,Antal,2013,6640.0
Gävleborgs län,30-34 år,kvinnor,Antal,2014,6747.5
Gävleborgs län,30-34 år,kvinnor,Antal,2015,6949.5
Gävleborgs län,30-34 år,kvinnor,Antal,2016,7231.0
Gävleborgs län,30-34 år,kvinnor,Antal,2017,7495.0
Gävleborgs län,30-34 år,kvinnor,Antal,2018,7833.0
Gävleborgs län,30-34 år,kvinnor,Antal,2019,8297.0
Gävleborgs län,30-34 år,kvinnor,Antal,2020,8645.5
Gävleborgs län,30-34 år,kvinnor,Antal,2021,8973.5
Gävleborgs län,30-34 år,kvinnor,Antal,2022,9242.5
Gävleborgs län,30-34 år,kvinnor,Antal,2023,9296.5
Gävleborgs län,30-34 år,kvinnor,Antal,2024,8936.0
Gävleborgs län,35-39 år,män,Antal,2008,8670.0
Gävleborgs län,35-39 år,män,Antal,2009,8617.0
Gävleborgs län,35-39 år,män,Antal,2010,8524.5
Gävleborgs län,35-39 år,män,Antal,2011,8173.5
Gävleborgs län,35-39 år,män,Antal,2012,7784.5
Gävleborgs län,35-39 år,män,Antal,2013,7466.0
Gävleborgs län,35-39 år,män,Antal,2014,7276.5
Gävleborgs län,35-39 år,män,Antal,2015,7272.0
Gävleborgs län,35-39 år,män,Antal,2016,7450.5
Gävleborgs län,35-39 år,män,Antal,2017,7538.0
Gävleborgs län,35-39 år,män,Antal,2018,7737.5
Gävleborgs län,35-39 år,män,Antal,2019,7849.0
Gävleborgs län,35-39 år,män,Antal,2020,7914.0
Gävleborgs län,35-39 år,män,Antal,2021,8123.5
Gävleborgs län,35-39 år,män,Antal,2022,8414.5
Gävleborgs län,35-39 år,män,Antal,2023,8727.5
Gävleborgs län,35-39 år,män,Antal,2024,8985.5
Gävleborgs län,35-39 år,kvinnor,Antal,2008,8288.5
Gävleborgs län,35-39 år,kvinnor,Antal,2009,8362.0
Gävleborgs län,35-39 år,kvinnor,Antal,2010,8256.0
Gävleborgs län,35-39 år,kvinnor,Antal,2011,7975.5
Gävleborgs län,35-39 år,kvinnor,Antal,2012,7792.0
Gävleborgs län,35-39 år,kvinnor,Antal,2013,7499.5
Gävleborgs län,35-39 år,kvinnor,Antal,2014,7204.0
Gävleborgs län,35-39 år,kvinnor,Antal,2015,7078.0
Gävleborgs län,35-39 år,kvinnor,Antal,2016,7082.5
Gävleborgs län,35-39 år,kvinnor,Antal,2017,7162.0
Gävleborgs län,35-39 år,kvinnor,Antal,2018,7205.0
Gävleborgs län,35-39 år,kvinnor,Antal,2019,7348.5
Gävleborgs län,35-39 år,kvinnor,Antal,2020,7522.5
Gävleborgs län,35-39 år,kvinnor,Antal,2021,7720.0
Gävleborgs län,35-39 år,kvinnor,Antal,2022,7906.5
Gävleborgs län,35-39 år,kvinnor,Antal,2023,8240.5
Gävleborgs län,35-39 år,kvinnor,Antal,2024,8670.5
Gävleborgs län,40-44 år,män,Antal,2008,9981.0
Gävleborgs län,40-44 år,män,Antal,2009,9686.0
Gävleborgs län,40-44 år,män,Antal,2010,9408.0
Gävleborgs län,40-44 år,män,Antal,2011,9201.5
Gävleborgs län,40-44 år,män,Antal,2012,9002.0
Gävleborgs län,40-44 år,män,Antal,2013,8904.0
Gävleborgs län,40-44 år,män,Antal,2014,8907.0
Gävleborgs län,40-44 år,män,Antal,2015,8856.0
Gävleborgs län,40-44 år,män,Antal,2016,8564.5
Gävleborgs län,40-44 år,män,Antal,2017,8198.5
Gävleborgs län,40-44 år,män,Antal,2018,7839.5
Gävleborgs län,40-44 år,män,Antal,2019,7661.0
Gävleborgs län,40-44 år,män,Antal,2020,7612.5
Gävleborgs län,40-44 år,män,Antal,2021,7697.0
Gävleborgs län,40-44 år,män,Antal,2022,7771.5
Gävleborgs län,40-44 år,män,Antal,2023,7927.5
Gävleborgs län,40-44 år,män,Antal,2024,8019.0
Gävleborgs län,40-44 år,kvinnor,Antal,2008,9384.5
Gävleborgs län,40-44 år,kvinnor,Antal,2009,9195.0
Gävleborgs län,40-44 år,kvinnor,Antal,2010,8954.5
Gävleborgs län,40-44 år,kvinnor,Antal,2011,8848.5
Gävleborgs län,40-44 år,kvinnor,Antal,2012,8619.5
Gävleborgs län,40-44 år,kvinnor,Antal,2013,8648.5
Gävleborgs län,40-44 år,kvinnor,Antal,2014,8761.0
Gävleborgs län,40-44 år,kvinnor,Antal,2015,8679.5
Gävleborgs län,40-44 år,kvinnor,Antal,2016,8427.5
Gävleborgs län,40-44 år,kvinnor,Antal,2017,8217.5
Gävleborgs län,40-44 år,kvinnor,Antal,2018,7953.0
Gävleborgs län,40-44 år,kvinnor,Antal,2019,7628.0
Gävleborgs län,40-44 år,kvinnor,Antal,2020,7494.0
Gävleborgs län,40-44 år,kvinnor,Antal,2021,7470.0
Gävleborgs län,40-44 år,kvinnor,Antal,2022,7534.5
Gävleborgs län,40-44 år,kvinnor,Antal,2023,7522.0
Gävleborgs län,40-44 år,kvinnor,Antal,2024,7621.5
Gävleborgs län,45-49 år,män,Antal,2008,9187.5
Gävleborgs län,45-49 år,män,Antal,2009,9425.5
Gävleborgs län,45-49 år,män,Antal,2010,9713.0
Gävleborgs län,45-49 år,män,Antal,2011,9943.5
Gävleborgs län,45-49 år,män,Antal,2012,10160.0
Gävleborgs län,45-49 år,män,Antal,2013,10110.0
Gävleborgs län,45-49 år,män,Antal,2014,9789.0
Gävleborgs län,45-49 år,män,Antal,2015,9565.0
Gävleborgs län,45-49 år,män,Antal,2016,9405.0
Gävleborgs län,45-49 år,män,Antal,2017,9247.5
Gävleborgs län,45-49 år,män,Antal,2018,9158.0
Gävleborgs län,45-49 år,män,Antal,2019,9076.0
Gävleborgs län,45-49 år,män,Antal,2020,8995.0
Gävleborgs län,45-49 år,män,Antal,2021,8719.0
Gävleborgs län,45-49 år,män,Antal,2022,8347.5
Gävleborgs län,45-49 år,män,Antal,2023,7986.5
Gävleborgs län,45-49 år,män,Antal,2024,7818.0
Gävleborgs län,45-49 år,kvinnor,Antal,2008,8804.0
Gävleborgs län,45-49 år,kvinnor,Antal,2009,9022.5
Gävleborgs län,45-49 år,kvinnor,Antal,2010,9247.0
Gävleborgs län,45-49 år,kvinnor,Antal,2011,9429.0
Gävleborgs län,45-49 år,kvinnor,Antal,2012,9518.5
Gävleborgs län,45-49 år,kvinnor,Antal,2013,9549.0
Gävleborgs län,45-49 år,kvinnor,Antal,2014,9348.5
Gävleborgs län,45-49 år,kvinnor,Antal,2015,9159.5
Gävleborgs län,45-49 år,kvinnor,Antal,2016,9103.0
Gävleborgs län,45-49 år,kvinnor,Antal,2017,8923.0
Gävleborgs län,45-49 år,kvinnor,Antal,2018,8920.0
Gävleborgs län,45-49 år,kvinnor,Antal,2019,9016.5
Gävleborgs län,45-49 år,kvinnor,Antal,2020,8915.0
Gävleborgs län,45-49 år,kvinnor,Antal,2021,8694.5
Gävleborgs län,45-49 år,kvinnor,Antal,2022,8445.5
Gävleborgs län,45-49 år,kvinnor,Antal,2023,8142.0
Gävleborgs län,45-49 år,kvinnor,Antal,2024,7801.0
Gävleborgs län,50-54 år,män,Antal,2008,9198.5
Gävleborgs län,50-54 år,män,Antal,2009,9180.5
Gävleborgs län,50-54 år,män,Antal,2010,9042.0
Gävleborgs län,50-54 år,män,Antal,2011,8973.0
Gävleborgs län,50-54 år,män,Antal,2012,8999.0
Gävleborgs län,50-54 år,män,Antal,2013,9147.0
Gävleborgs län,50-54 år,män,Antal,2014,9402.0
Gävleborgs län,50-54 år,män,Antal,2015,9662.5
Gävleborgs län,50-54 år,män,Antal,2016,9914.0
Gävleborgs län,50-54 år,män,Antal,2017,10162.5
Gävleborgs län,50-54 år,män,Antal,2018,10153.0
Gävleborgs län,50-54 år,män,Antal,2019,9911.0
Gävleborgs län,50-54 år,män,Antal,2020,9669.5
Gävleborgs län,50-54 år,män,Antal,2021,9468.5
Gävleborgs län,50-54 år,män,Antal,2022,9292.0
Gävleborgs län,50-54 år,män,Antal,2023,9178.0
Gävleborgs län,50-54 år,män,Antal,2024,9100.0
Gävleborgs län,50-54 år,kvinnor,Antal,2008,9035.5
Gävleborgs län,50-54 år,kvinnor,Antal,2009,8932.5
Gävleborgs län,50-54 år,kvinnor,Antal,2010,8854.0
Gävleborgs län,50-54 år,kvinnor,Antal,2011,8734.5
Gävleborgs län,50-54 år,kvinnor,Antal,2012,8828.0
Gävleborgs län,50-54 år,kvinnor,Antal,2013,8843.5
Gävleborgs län,50-54 år,kvinnor,Antal,2014,9039.5
Gävleborgs län,50-54 år,kvinnor,Antal,2015,9261.0
Gävleborgs län,50-54 år,kvinnor,Antal,2016,9479.0
Gävleborgs län,50-54 år,kvinnor,Antal,2017,9625.0
Gävleborgs län,50-54 år,kvinnor,Antal,2018,9681.5
Gävleborgs län,50-54 år,kvinnor,Antal,2019,9477.0
Gävleborgs län,50-54 år,kvinnor,Antal,2020,9285.0
Gävleborgs län,50-54 år,kvinnor,Antal,2021,9182.5
Gävleborgs län,50-54 år,kvinnor,Antal,2022,9009.0
Gävleborgs län,50-54 år,kvinnor,Antal,2023,8987.5
Gävleborgs län,50-54 år,kvinnor,Antal,2024,9061.5
Gävleborgs län,55-59 år,män,Antal,2008,9751.0
Gävleborgs län,55-59 år,män,Antal,2009,9519.5
Gävleborgs län,55-59 år,män,Antal,2010,9358.0
Gävleborgs län,55-59 år,män,Antal,2011,9290.5
Gävleborgs län,55-59 år,män,Antal,2012,9226.0
Gävleborgs län,55-59 år,män,Antal,2013,9045.0
Gävleborgs län,55-59 år,män,Antal,2014,9037.0
Gävleborgs län,55-59 år,män,Antal,2015,8969.5
Gävleborgs län,55-59 år,män,Antal,2016,8932.5
Gävleborgs län,55-59 år,män,Antal,2017,8973.0
Gävleborgs län,55-59 år,män,Antal,2018,9113.0
Gävleborgs län,55-59 år,män,Antal,2019,9326.0
Gävleborgs län,55-59 år,män,Antal,2020,9603.0
Gävleborgs län,55-59 år,män,Antal,2021,9855.0
Gävleborgs län,55-59 år,män,Antal,2022,10121.0
Gävleborgs län,55-59 år,män,Antal,2023,10116.5
Gävleborgs län,55-59 år,män,Antal,2024,9890.5
Gävleborgs län,55-59 år,kvinnor,Antal,2008,9370.5
Gävleborgs län,55-59 år,kvinnor,Antal,2009,9125.5
Gävleborgs län,55-59 år,kvinnor,Antal,2010,9080.0
Gävleborgs län,55-59 år,kvinnor,Antal,2011,9086.5
Gävleborgs län,55-59 år,kvinnor,Antal,2012,9032.5
Gävleborgs län,55-59 år,kvinnor,Antal,2013,8969.5
Gävleborgs län,55-59 år,kvinnor,Antal,2014,8869.5
Gävleborgs län,55-59 år,kvinnor,Antal,2015,8816.0
