region,ålder,kön,tabellinnehåll,år,DATA
Stockholms län,15-19 år,män,Antal,2008,64525.0
Stockholms län,15-19 år,män,Antal,2009,65405.0
Stockholms län,15-19 år,män,Antal,2010,64692.5
Stockholms län,15-19 år,män,Antal,2011,63171.0
Stockholms län,15-19 år,män,Antal,2012,61239.5
Stockholms län,15-19 år,män,Antal,2013,59780.5
Stockholms län,15-19 år,män,Antal,2014,58213.5
Stockholms län,15-19 år,män,Antal,2015,58253.0
Stockholms län,15-19 år,män,Antal,2016,59565.0
Stockholms län,15-19 år,män,Antal,2017,62152.0
Stockholms län,15-19 år,män,Antal,2018,65146.0
Stockholms län,15-19 år,män,Antal,2019,66926.5
Stockholms län,15-19 år,män,Antal,2020,68255.5
Stockholms län,15-19 år,män,Antal,2021,70502.0
Stockholms län,15-19 år,män,Antal,2022,72536.0
Stockholms län,15-19 år,män,Antal,2023,74280.5
Stockholms län,15-19 år,män,Antal,2024,75655.5
Stockholms län,15-19 år,kvinnor,Antal,2008,61334.5
Stockholms län,15-19 år,kvinnor,Antal,2009,61981.5
Stockholms län,15-19 år,kvinnor,Antal,2010,60933.0
Stockholms län,15-19 år,kvinnor,Antal,2011,59824.0
Stockholms län,15-19 år,kvinnor,Antal,2012,57975.0
Stockholms län,15-19 år,kvinnor,Antal,2013,56458.0
Stockholms län,15-19 år,kvinnor,Antal,2014,55155.5
Stockholms län,15-19 år,kvinnor,Antal,2015,55120.5
Stockholms län,15-19 år,kvinnor,Antal,2016,55806.0
Stockholms län,15-19 år,kvinnor,Antal,2017,57734.0
Stockholms län,15-19 år,kvinnor,Antal,2018,59906.5
Stockholms län,15-19 år,kvinnor,Antal,2019,62522.0
Stockholms län,15-19 år,kvinnor,Antal,2020,64640.5
Stockholms län,15-19 år,kvinnor,Antal,2021,66775.5
Stockholms län,15-19 år,kvinnor,Antal,2022,68415.5
Stockholms län,15-19 år,kvinnor,Antal,2023,70030.5
Stockholms län,15-19 år,kvinnor,Antal,2024,71356.0
Stockholms län,20-24 år,män,Antal,2008,57841.0
Stockholms län,20-24 år,män,Antal,2009,60661.0
Stockholms län,20-24 år,män,Antal,2010,63934.5
Stockholms län,20-24 år,män,Antal,2011,66352.0
Stockholms län,20-24 år,män,Antal,2012,68559.5
Stockholms län,20-24 år,män,Antal,2013,69573.0
Stockholms län,20-24 år,män,Antal,2014,70243.5
Stockholms län,20-24 år,män,Antal,2015,69486.0
Stockholms län,20-24 år,män,Antal,2016,68150.0
Stockholms län,20-24 år,män,Antal,2017,66611.0
Stockholms län,20-24 år,män,Antal,2018,65353.0
Stockholms län,20-24 år,män,Antal,2019,64939.5
Stockholms län,20-24 år,män,Antal,2020,64565.5
Stockholms län,20-24 år,män,Antal,2021,64571.0
Stockholms län,20-24 år,män,Antal,2022,65612.5
Stockholms län,20-24 år,män,Antal,2023,66825.0
Stockholms län,20-24 år,män,Antal,2024,67274.5
Stockholms län,20-24 år,kvinnor,Antal,2008,57585.5
Stockholms län,20-24 år,kvinnor,Antal,2009,60323.5
Stockholms län,20-24 år,kvinnor,Antal,2010,63632.5
Stockholms län,20-24 år,kvinnor,Antal,2011,65868.0
Stockholms län,20-24 år,kvinnor,Antal,2012,67931.5
Stockholms län,20-24 år,kvinnor,Antal,2013,68808.5
Stockholms län,20-24 år,kvinnor,Antal,2014,68997.5
Stockholms län,20-24 år,kvinnor,Antal,2015,67512.0
Stockholms län,20-24 år,kvinnor,Antal,2016,66065.5
Stockholms län,20-24 år,kvinnor,Antal,2017,64015.0
Stockholms län,20-24 år,kvinnor,Antal,2018,62342.0
Stockholms län,20-24 år,kvinnor,Antal,2019,60461.5
Stockholms län,20-24 år,kvinnor,Antal,2020,59335.0
Stockholms län,20-24 år,kvinnor,Antal,2021,58779.5
Stockholms län,20-24 år,kvinnor,Antal,2022,59611.0
Stockholms län,20-24 år,kvinnor,Antal,2023,60874.0
Stockholms län,20-24 år,kvinnor,Antal,2024,62734.0
Stockholms län,25-29 år,män,Antal,2008,67656.0
Stockholms län,25-29 år,män,Antal,2009,69291.0
Stockholms län,25-29 år,män,Antal,2010,70416.5
Stockholms län,25-29 år,män,Antal,2011,72736.0
Stockholms län,25-29 år,män,Antal,2012,74828.0
Stockholms län,25-29 år,män,Antal,2013,77544.5
Stockholms län,25-29 år,män,Antal,2014,80148.0
Stockholms län,25-29 år,män,Antal,2015,82964.0
Stockholms län,25-29 år,män,Antal,2016,85600.5
Stockholms län,25-29 år,män,Antal,2017,88504.0
Stockholms län,25-29 år,män,Antal,2018,89988.0
Stockholms län,25-29 år,män,Antal,2019,90404.5
Stockholms län,25-29 år,män,Antal,2020,88745.0
Stockholms län,25-29 år,män,Antal,2021,85956.5
Stockholms län,25-29 år,män,Antal,2022,83771.0
Stockholms län,25-29 år,män,Antal,2023,81552.5
Stockholms län,25-29 år,män,Antal,2024,79957.0
Stockholms län,25-29 år,kvinnor,Antal,2008,68614.5
Stockholms län,25-29 år,kvinnor,Antal,2009,70075.5
Stockholms län,25-29 år,kvinnor,Antal,2010,71102.0
Stockholms län,25-29 år,kvinnor,Antal,2011,73233.5
Stockholms län,25-29 år,kvinnor,Antal,2012,75691.0
Stockholms län,25-29 år,kvinnor,Antal,2013,78671.0
Stockholms län,25-29 år,kvinnor,Antal,2014,81336.0
Stockholms län,25-29 år,kvinnor,Antal,2015,84579.5
Stockholms län,25-29 år,kvinnor,Antal,2016,86815.0
Stockholms län,25-29 år,kvinnor,Antal,2017,89098.5
Stockholms län,25-29 år,kvinnor,Antal,2018,90021.0
Stockholms län,25-29 år,kvinnor,Antal,2019,90226.0
Stockholms län,25-29 år,kvinnor,Antal,2020,87836.0
Stockholms län,25-29 år,kvinnor,Antal,2021,85639.0
Stockholms län,25-29 år,kvinnor,Antal,2022,83250.0
Stockholms län,25-29 år,kvinnor,Antal,2023,80641.5
Stockholms län,25-29 år,kvinnor,Antal,2024,78126.5
Stockholms län,30-34 år,män,Antal,2008,75282.5
Stockholms län,30-34 år,män,Antal,2009,75206.0
Stockholms län,30-34 år,män,Antal,2010,77066.0
Stockholms län,30-34 år,män,Antal,2011,78823.0
Stockholms län,30-34 år,män,Antal,2012,81104.5
Stockholms län,30-34 år,män,Antal,2013,83006.5
Stockholms län,30-34 år,män,Antal,2014,84382.5
Stockholms län,30-34 år,män,Antal,2015,85147.5
Stockholms län,30-34 år,män,Antal,2016,87212.0
Stockholms län,30-34 år,män,Antal,2017,89530.0
Stockholms län,30-34 år,män,Antal,2018,92879.5
Stockholms län,30-34 år,män,Antal,2019,96005.5
Stockholms län,30-34 år,män,Antal,2020,98637.0
Stockholms län,30-34 år,män,Antal,2021,100541.5
Stockholms län,30-34 år,män,Antal,2022,102687.0
Stockholms län,30-34 år,män,Antal,2023,102959.0
Stockholms län,30-34 år,män,Antal,2024,101687.5
Stockholms län,30-34 år,kvinnor,Antal,2008,74891.5
Stockholms län,30-34 år,kvinnor,Antal,2009,74552.5
Stockholms län,30-34 år,kvinnor,Antal,2010,75932.5
Stockholms län,30-34 år,kvinnor,Antal,2011,77251.0
Stockholms län,30-34 år,kvinnor,Antal,2012,79047.0
Stockholms län,30-34 år,kvinnor,Antal,2013,80719.5
Stockholms län,30-34 år,kvinnor,Antal,2014,82111.0
Stockholms län,30-34 år,kvinnor,Antal,2015,82747.0
Stockholms län,30-34 år,kvinnor,Antal,2016,84632.5
Stockholms län,30-34 år,kvinnor,Antal,2017,86980.5
Stockholms län,30-34 år,kvinnor,Antal,2018,90431.0
Stockholms län,30-34 år,kvinnor,Antal,2019,93674.0
Stockholms län,30-34 år,kvinnor,Antal,2020,97015.5
Stockholms län,30-34 år,kvinnor,Antal,2021,98682.5
Stockholms län,30-34 år,kvinnor,Antal,2022,100736.0
Stockholms län,30-34 år,kvinnor,Antal,2023,101192.0
Stockholms län,30-34 år,kvinnor,Antal,2024,100532.0
Stockholms län,35-39 år,män,Antal,2008,78911.0
Stockholms län,35-39 år,män,Antal,2009,81242.0
Stockholms län,35-39 år,män,Antal,2010,82141.0
Stockholms län,35-39 år,män,Antal,2011,82182.5
Stockholms län,35-39 år,män,Antal,2012,81593.0
Stockholms län,35-39 år,män,Antal,2013,80963.0
Stockholms län,35-39 år,män,Antal,2014,81004.5
Stockholms län,35-39 år,män,Antal,2015,82618.0
Stockholms län,35-39 år,män,Antal,2016,84129.5
Stockholms län,35-39 år,män,Antal,2017,86471.5
Stockholms län,35-39 år,män,Antal,2018,88677.0
Stockholms län,35-39 år,män,Antal,2019,90584.0
Stockholms län,35-39 år,män,Antal,2020,91245.0
Stockholms län,35-39 år,män,Antal,2021,92695.0
Stockholms län,35-39 år,män,Antal,2022,94198.0
Stockholms län,35-39 år,män,Antal,2023,96715.5
Stockholms län,35-39 år,män,Antal,2024,98565.0
Stockholms län,35-39 år,kvinnor,Antal,2008,77324.0
Stockholms län,35-39 år,kvinnor,Antal,2009,79396.5
Stockholms län,35-39 år,kvinnor,Antal,2010,80169.0
Stockholms län,35-39 år,kvinnor,Antal,2011,80007.5
Stockholms län,35-39 år,kvinnor,Antal,2012,79390.0
Stockholms län,35-39 år,kvinnor,Antal,2013,78624.5
Stockholms län,35-39 år,kvinnor,Antal,2014,78335.0
Stockholms län,35-39 år,kvinnor,Antal,2015,79581.0
Stockholms län,35-39 år,kvinnor,Antal,2016,80691.5
Stockholms län,35-39 år,kvinnor,Antal,2017,82336.0
Stockholms län,35-39 år,kvinnor,Antal,2018,83992.0
Stockholms län,35-39 år,kvinnor,Antal,2019,85530.0
Stockholms län,35-39 år,kvinnor,Antal,2020,86107.5
Stockholms län,35-39 år,kvinnor,Antal,2021,87534.0
Stockholms län,35-39 år,kvinnor,Antal,2022,89320.5
Stockholms län,35-39 år,kvinnor,Antal,2023,91946.0
Stockholms län,35-39 år,kvinnor,Antal,2024,94368.0
Stockholms län,40-44 år,män,Antal,2008,79329.5
Stockholms län,40-44 år,män,Antal,2009,78087.0
Stockholms län,40-44 år,män,Antal,2010,77569.5
Stockholms län,40-44 år,män,Antal,2011,77970.5
Stockholms län,40-44 år,män,Antal,2012,79315.0
Stockholms län,40-44 år,män,Antal,2013,81236.0
Stockholms län,40-44 år,män,Antal,2014,83482.5
Stockholms län,40-44 år,män,Antal,2015,84386.5
Stockholms län,40-44 år,män,Antal,2016,84389.5
Stockholms län,40-44 år,män,Antal,2017,83845.5
Stockholms län,40-44 år,män,Antal,2018,83515.5
Stockholms län,40-44 år,män,Antal,2019,83677.0
Stockholms län,40-44 år,män,Antal,2020,85211.5
Stockholms län,40-44 år,män,Antal,2021,86219.0
Stockholms län,40-44 år,män,Antal,2022,88115.0
Stockholms län,40-44 år,män,Antal,2023,89695.0
Stockholms län,40-44 år,män,Antal,2024,90480.5
Stockholms län,40-44 år,kvinnor,Antal,2008,76826.5
Stockholms län,40-44 år,kvinnor,Antal,2009,76006.5
Stockholms län,40-44 år,kvinnor,Antal,2010,75974.0
Stockholms län,40-44 år,kvinnor,Antal,2011,76588.5
Stockholms län,40-44 år,kvinnor,Antal,2012,77734.0
Stockholms län,40-44 år,kvinnor,Antal,2013,79163.5
Stockholms län,40-44 år,kvinnor,Antal,2014,81255.0
Stockholms län,40-44 år,kvinnor,Antal,2015,81934.0
Stockholms län,40-44 år,kvinnor,Antal,2016,81629.5
Stockholms län,40-44 år,kvinnor,Antal,2017,80982.0
Stockholms län,40-44 år,kvinnor,Antal,2018,80349.0
Stockholms län,40-44 år,kvinnor,Antal,2019,80027.0
Stockholms län,40-44 år,kvinnor,Antal,2020,81238.0
Stockholms län,40-44 år,kvinnor,Antal,2021,81945.5
Stockholms län,40-44 år,kvinnor,Antal,2022,83092.0
Stockholms län,40-44 år,kvinnor,Antal,2023,84112.5
Stockholms län,40-44 år,kvinnor,Antal,2024,84957.0
Stockholms län,45-49 år,män,Antal,2008,68134.5
Stockholms län,45-49 år,män,Antal,2009,71642.5
Stockholms län,45-49 år,män,Antal,2010,74889.0
Stockholms län,45-49 år,män,Antal,2011,77623.0
Stockholms län,45-49 år,män,Antal,2012,79659.5
Stockholms län,45-49 år,män,Antal,2013,80091.0
Stockholms län,45-49 år,män,Antal,2014,79137.0
Stockholms län,45-49 år,män,Antal,2015,78806.0
Stockholms län,45-49 år,män,Antal,2016,79333.5
Stockholms län,45-49 år,män,Antal,2017,80731.5
Stockholms län,45-49 år,män,Antal,2018,82563.0
Stockholms län,45-49 år,män,Antal,2019,84841.0
Stockholms län,45-49 år,män,Antal,2020,85708.5
Stockholms län,45-49 år,män,Antal,2021,85341.5
Stockholms län,45-49 år,män,Antal,2022,84489.0
Stockholms län,45-49 år,män,Antal,2023,83824.0
Stockholms län,45-49 år,män,Antal,2024,83302.5
Stockholms län,45-49 år,kvinnor,Antal,2008,66005.5
Stockholms län,45-49 år,kvinnor,Antal,2009,69688.5
Stockholms län,45-49 år,kvinnor,Antal,2010,72762.5
Stockholms län,45-49 år,kvinnor,Antal,2011,75626.0
Stockholms län,45-49 år,kvinnor,Antal,2012,77266.0
Stockholms län,45-49 år,kvinnor,Antal,2013,78234.0
Stockholms län,45-49 år,kvinnor,Antal,2014,77392.5
Stockholms län,45-49 år,kvinnor,Antal,2015,77290.5
Stockholms län,45-49 år,kvinnor,Antal,2016,77894.5
Stockholms län,45-49 år,kvinnor,Antal,2017,78964.0
Stockholms län,45-49 år,kvinnor,Antal,2018,80316.5
Stockholms län,45-49 år,kvinnor,Antal,2019,82376.5
Stockholms län,45-49 år,kvinnor,Antal,2020,82900.5
Stockholms län,45-49 år,kvinnor,Antal,2021,82208.0
Stockholms län,45-49 år,kvinnor,Antal,2022,81277.0
Stockholms län,45-49 år,kvinnor,Antal,2023,80474.0
Stockholms län,45-49 år,kvinnor,Antal,2024,80087.0
Stockholms län,50-54 år,män,Antal,2008,61193.5
Stockholms län,50-54 år,män,Antal,2009,62398.0
Stockholms län,50-54 år,män,Antal,2010,63430.0
Stockholms län,50-54 år,män,Antal,2011,64348.5
Stockholms län,50-54 år,män,Antal,2012,65854.5
Stockholms län,50-54 år,män,Antal,2013,68270.0
Stockholms län,50-54 år,män,Antal,2014,71839.5
Stockholms län,50-54 år,män,Antal,2015,75140.5
Stockholms län,50-54 år,män,Antal,2016,77856.5
Stockholms län,50-54 år,män,Antal,2017,79798.0
Stockholms län,50-54 år,män,Antal,2018,80333.0
Stockholms län,50-54 år,män,Antal,2019,79230.5
Stockholms län,50-54 år,män,Antal,2020,78916.0
Stockholms län,50-54 år,män,Antal,2021,79236.0
Stockholms län,50-54 år,män,Antal,2022,80475.5
Stockholms län,50-54 år,män,Antal,2023,82092.0
Stockholms län,50-54 år,män,Antal,2024,84117.5
Stockholms län,50-54 år,kvinnor,Antal,2008,59435.5
Stockholms län,50-54 år,kvinnor,Antal,2009,60536.5
Stockholms län,50-54 år,kvinnor,Antal,2010,61661.0
Stockholms län,50-54 år,kvinnor,Antal,2011,62636.0
Stockholms län,50-54 år,kvinnor,Antal,2012,64405.0
Stockholms län,50-54 år,kvinnor,Antal,2013,66665.5
Stockholms län,50-54 år,kvinnor,Antal,2014,70281.5
Stockholms län,50-54 år,kvinnor,Antal,2015,73414.0
Stockholms län,50-54 år,kvinnor,Antal,2016,76271.5
Stockholms län,50-54 år,kvinnor,Antal,2017,77895.0
Stockholms län,50-54 år,kvinnor,Antal,2018,78841.0
Stockholms län,50-54 år,kvinnor,Antal,2019,77960.0
Stockholms län,50-54 år,kvinnor,Antal,2020,77661.5
Stockholms län,50-54 år,kvinnor,Antal,2021,78088.0
Stockholms län,50-54 år,kvinnor,Antal,2022,78919.5
Stockholms län,50-54 år,kvinnor,Antal,2023,80035.0
Stockholms län,50-54 år,kvinnor,Antal,2024,81990.5
Stockholms län,55-59 år,män,Antal,2008,56300.5
Stockholms län,55-59 år,män,Antal,2009,56242.0
Stockholms län,55-59 år,män,Antal,2010,56525.5
Stockholms län,55-59 år,män,Antal,2011,58020.0
Stockholms län,55-59 år,män,Antal,2012,59130.0
Stockholms län,55-59 år,män,Antal,2013,60288.0
Stockholms län,55-59 år,män,Antal,2014,61596.0
Stockholms län,55-59 år,män,Antal,2015,62760.0
Stockholms län,55-59 år,män,Antal,2016,63810.0
Stockholms län,55-59 år,män,Antal,2017,65199.5
Stockholms län,55-59 år,män,Antal,2018,67457.0
Stockholms län,55-59 år,män,Antal,2019,70965.0
Stockholms län,55-59 år,män,Antal,2020,73886.0
Stockholms län,55-59 år,män,Antal,2021,76384.5
Stockholms län,55-59 år,män,Antal,2022,78172.0
Stockholms län,55-59 år,män,Antal,2023,78648.5
Stockholms län,55-59 år,män,Antal,2024,77464.0
Stockholms län,55-59 år,kvinnor,Antal,2008,57363.5
Stockholms län,55-59 år,kvinnor,Antal,2009,56463.0
Stockholms län,55-59 år,kvinnor,Antal,2010,56526.0
Stockholms län,55-59 år,kvinnor,Antal,2011,57315.0
Stockholms län,55-59 år,kvinnor,Antal,2012,58259.0
Stockholms län,55-59 år,kvinnor,Antal,2013,59292.0
Stockholms län,55-59 år,kvinnor,Antal,2014,60488.5
Stockholms län,55-59 år,kvinnor,Antal,2015,61610.5
Stockholms län,55-59 år,kvinnor,Antal,2016,62664.5
Stockholms län,55-59 år,kvinnor,Antal,2017,64366.0
Stockholms län,55-59 år,kvinnor,Antal,2018,66456.0
Stockholms län,55-59 år,kvinnor,Antal,2019,69910.0
Stockholms län,55-59 år,kvinnor,Antal,2020,72819.5
Stockholms län,55-59 år,kvinnor,Antal,2021,75376.0
Stockholms län,55-59 år,kvinnor,Antal,2022,76851.0
Stockholms län,55-59 år,kvinnor,Antal,2023,77608.5
Stockholms län,55-59 år,kvinnor,Antal,2024,76709.5
Stockholms län,60-64 år,män,Antal,2008,59793.5
Stockholms län,60-64 år,män,Antal,2009,58438.5
Stockholms län,60-64 år,män,Antal,2010,57076.5
Stockholms län,60-64 år,män,Antal,2011,55371.0
Stockholms län,60-64 år,män,Antal,2012,54377.5
Stockholms län,60-64 år,män,Antal,2013,53920.5
Stockholms län,60-64 år,män,Antal,2014,54051.0
Stockholms län,60-64 år,män,Antal,2015,54403.5
Stockholms län,60-64 år,män,Antal,2016,55975.5
Stockholms län,60-64 år,män,Antal,2017,57180.0
Stockholms län,60-64 år,män,Antal,2018,58156.0
Stockholms län,60-64 år,män,Antal,2019,59252.5
Stockholms län,60-64 år,män,Antal,2020,60265.0
Stockholms län,60-64 år,män,Antal,2021,61053.5
Stockholms län,60-64 år,män,Antal,2022,62418.0
Stockholms län,60-64 år,män,Antal,2023,64672.0
Stockholms län,60-64 år,män,Antal,2024,68118.5
Stockholms län,60-64 år,kvinnor,Antal,2008,62974.5
Stockholms län,60-64 år,kvinnor,Antal,2009,62064.5
Stockholms län,60-64 år,kvinnor,Antal,2010,60588.0
Stockholms län,60-64 år,kvinnor,Antal,2011,58733.5
Stockholms län,60-64 år,kvinnor,Antal,2012,57157.0
Stockholms län,60-64 år,kvinnor,Antal,2013,55888.5
Stockholms län,60-64 år,kvinnor,Antal,2014,55140.0
Stockholms län,60-64 år,kvinnor,Antal,2015,55298.0
Stockholms län,60-64 år,kvinnor,Antal,2016,56090.0
Stockholms län,60-64 år,kvinnor,Antal,2017,56993.5
Stockholms län,60-64 år,kvinnor,Antal,2018,57881.0
Stockholms län,60-64 år,kvinnor,Antal,2019,58861.0
Stockholms län,60-64 år,kvinnor,Antal,2020,59835.5
Stockholms län,60-64 år,kvinnor,Antal,2021,60799.5
Stockholms län,60-64 år,kvinnor,Antal,2022,62345.5
Stockholms län,60-64 år,kvinnor,Antal,2023,64410.0
Stockholms län,60-64 år,kvinnor,Antal,2024,67824.0
Stockholms län,65-69 år,män,Antal,2008,44081.5
Stockholms län,65-69 år,män,Antal,2009,47689.5
Stockholms län,65-69 år,män,Antal,2010,51219.5
Stockholms län,65-69 år,män,Antal,2011,53873.0
Stockholms län,65-69 år,män,Antal,2012,55273.0
Stockholms län,65-69 år,män,Antal,2013,55277.5
Stockholms län,65-69 år,män,Antal,2014,54191.5
Stockholms län,65-69 år,män,Antal,2015,53087.5
Stockholms län,65-69 år,män,Antal,2016,51494.5
Stockholms län,65-69 år,män,Antal,2017,50597.0
Stockholms län,65-69 år,män,Antal,2018,50172.5
Stockholms län,65-69 år,män,Antal,2019,50220.5
Stockholms län,65-69 år,män,Antal,2020,50396.0
Stockholms län,65-69 år,män,Antal,2021,51748.5
Stockholms län,65-69 år,män,Antal,2022,52795.5
Stockholms län,65-69 år,män,Antal,2023,53823.0
Stockholms län,65-69 år,män,Antal,2024,55056.0
Stockholms län,65-69 år,kvinnor,Antal,2008,46063.5
Stockholms län,65-69 år,kvinnor,Antal,2009,50062.5
Stockholms län,65-69 år,kvinnor,Antal,2010,54131.0
Stockholms län,65-69 år,kvinnor,Antal,2011,57336.5
Stockholms län,65-69 år,kvinnor,Antal,2012,59221.5
Stockholms län,65-69 år,kvinnor,Antal,2013,59933.0
Stockholms län,65-69 år,kvinnor,Antal,2014,59142.5
Stockholms län,65-69 år,kvinnor,Antal,2015,57694.0
Stockholms län,65-69 år,kvinnor,Antal,2016,55967.0
Stockholms län,65-69 år,kvinnor,Antal,2017,54387.0
Stockholms län,65-69 år,kvinnor,Antal,2018,53288.0
Stockholms län,65-69 år,kvinnor,Antal,2019,52607.5
Stockholms län,65-69 år,kvinnor,Antal,2020,52681.5
Stockholms län,65-69 år,kvinnor,Antal,2021,53233.0
Stockholms län,65-69 år,kvinnor,Antal,2022,54010.5
Stockholms län,65-69 år,kvinnor,Antal,2023,54988.0
Stockholms län,65-69 år,kvinnor,Antal,2024,56110.5
Stockholms län,70-74 år,män,Antal,2008,29058.0
Stockholms län,70-74 år,män,Antal,2009,30767.5
Stockholms län,70-74 år,män,Antal,2010,32226.5
Stockholms län,70-74 år,män,Antal,2011,33998.5
Stockholms län,70-74 år,män,Antal,2012,36724.0
Stockholms län,70-74 år,män,Antal,2013,39856.0
Stockholms län,70-74 år,män,Antal,2014,43256.5
Stockholms län,70-74 år,män,Antal,2015,46372.5
Stockholms län,70-74 år,män,Antal,2016,48869.5
Stockholms län,70-74 år,män,Antal,2017,50238.5
Stockholms län,70-74 år,män,Antal,2018,50263.5
Stockholms län,70-74 år,män,Antal,2019,49245.5
Stockholms län,70-74 år,män,Antal,2020,48111.5
Stockholms län,70-74 år,män,Antal,2021,46604.5
Stockholms län,70-74 år,män,Antal,2022,45860.5
Stockholms län,70-74 år,män,Antal,2023,45537.0
Stockholms län,70-74 år,män,Antal,2024,45665.5
Stockholms län,70-74 år,kvinnor,Antal,2008,33492.5
Stockholms län,70-74 år,kvinnor,Antal,2009,34934.0
Stockholms län,70-74 år,kvinnor,Antal,2010,36151.5
Stockholms län,70-74 år,kvinnor,Antal,2011,37701.0
Stockholms län,70-74 år,kvinnor,Antal,2012,40294.0
Stockholms län,70-74 år,kvinnor,Antal,2013,43401.0
Stockholms län,70-74 år,kvinnor,Antal,2014,47182.5
Stockholms län,70-74 år,kvinnor,Antal,2015,51044.0
Stockholms län,70-74 år,kvinnor,Antal,2016,54001.5
Stockholms län,70-74 år,kvinnor,Antal,2017,55797.5
Stockholms län,70-74 år,kvinnor,Antal,2018,56326.5
Stockholms län,70-74 år,kvinnor,Antal,2019,55541.5
Stockholms län,70-74 år,kvinnor,Antal,2020,54199.0
Stockholms län,70-74 år,kvinnor,Antal,2021,52581.0
Stockholms län,70-74 år,kvinnor,Antal,2022,51141.0
Stockholms län,70-74 år,kvinnor,Antal,2023,50094.0
Stockholms län,70-74 år,kvinnor,Antal,2024,49577.0
Uppsala län,15-19 år,män,Antal,2008,11860.5
Uppsala län,15-19 år,män,Antal,2009,11830.5
Uppsala län,15-19 år,män,Antal,2010,11506.0
Uppsala län,15-19 år,män,Antal,2011,11040.0
Uppsala län,15-19 år,män,Antal,2012,10554.5
Uppsala län,15-19 år,män,Antal,2013,10177.5
Uppsala län,15-19 år,män,Antal,2014,9697.0
Uppsala län,15-19 år,män,Antal,2015,9553.0
Uppsala län,15-19 år,män,Antal,2016,9741.5
Uppsala län,15-19 år,män,Antal,2017,10213.5
Uppsala län,15-19 år,män,Antal,2018,10648.5
Uppsala län,15-19 år,män,Antal,2019,10953.5
Uppsala län,15-19 år,män,Antal,2020,11056.0
Uppsala län,15-19 år,män,Antal,2021,11315.0
Uppsala län,15-19 år,män,Antal,2022,11576.0
Uppsala län,15-19 år,män,Antal,2023,11942.5
Uppsala län,15-19 år,män,Antal,2024,12027.5
Uppsala län,15-19 år,kvinnor,Antal,2008,11224.0
Uppsala län,15-19 år,kvinnor,Antal,2009,11230.5
Uppsala län,15-19 år,kvinnor,Antal,2010,10941.0
Uppsala län,15-19 år,kvinnor,Antal,2011,10405.0
Uppsala län,15-19 år,kvinnor,Antal,2012,9819.5
Uppsala län,15-19 år,kvinnor,Antal,2013,9373.5
Uppsala län,15-19 år,kvinnor,Antal,2014,8968.0
Uppsala län,15-19 år,kvinnor,Antal,2015,8757.0
Uppsala län,15-19 år,kvinnor,Antal,2016,8904.0
Uppsala län,15-19 år,kvinnor,Antal,2017,9157.0
Uppsala län,15-19 år,kvinnor,Antal,2018,9493.5
Uppsala län,15-19 år,kvinnor,Antal,2019,9910.5
Uppsala län,15-19 år,kvinnor,Antal,2020,10379.5
Uppsala län,15-19 år,kvinnor,Antal,2021,10797.5
Uppsala län,15-19 år,kvinnor,Antal,2022,11107.5
Uppsala län,15-19 år,kvinnor,Antal,2023,11371.5
Uppsala län,15-19 år,kvinnor,Antal,2024,11509.0
Uppsala län,20-24 år,män,Antal,2008,12064.0
Uppsala län,20-24 år,män,Antal,2009,12725.0
Uppsala län,20-24 år,män,Antal,2010,13272.0
Uppsala län,20-24 år,män,Antal,2011,13684.0
Uppsala län,20-24 år,män,Antal,2012,13992.0
Uppsala län,20-24 år,män,Antal,2013,14140.5
Uppsala län,20-24 år,män,Antal,2014,14152.5
Uppsala län,20-24 år,män,Antal,2015,13881.5
Uppsala län,20-24 år,män,Antal,2016,13536.0
Uppsala län,20-24 år,män,Antal,2017,13087.0
Uppsala län,20-24 år,män,Antal,2018,12977.0
Uppsala län,20-24 år,män,Antal,2019,13114.0
Uppsala län,20-24 år,män,Antal,2020,13327.5
Uppsala län,20-24 år,män,Antal,2021,13628.5
Uppsala län,20-24 år,män,Antal,2022,14134.5
Uppsala län,20-24 år,män,Antal,2023,14416.0
Uppsala län,20-24 år,män,Antal,2024,14584.5
Uppsala län,20-24 år,kvinnor,Antal,2008,12429.5
Uppsala län,20-24 år,kvinnor,Antal,2009,13137.0
Uppsala län,20-24 år,kvinnor,Antal,2010,13624.0
Uppsala län,20-24 år,kvinnor,Antal,2011,14010.0
Uppsala län,20-24 år,kvinnor,Antal,2012,14389.0
Uppsala län,20-24 år,kvinnor,Antal,2013,14562.0
Uppsala län,20-24 år,kvinnor,Antal,2014,14403.0
Uppsala län,20-24 år,kvinnor,Antal,2015,14173.5
Uppsala län,20-24 år,kvinnor,Antal,2016,13827.0
Uppsala län,20-24 år,kvinnor,Antal,2017,13447.5
Uppsala län,20-24 år,kvinnor,Antal,2018,13298.0
Uppsala län,20-24 år,kvinnor,Antal,2019,13202.0
Uppsala län,20-24 år,kvinnor,Antal,2020,13377.5
Uppsala län,20-24 år,kvinnor,Antal,2021,13779.0
Uppsala län,20-24 år,kvinnor,Antal,2022,14399.5
Uppsala län,20-24 år,kvinnor,Antal,2023,15246.5
Uppsala län,20-24 år,kvinnor,Antal,2024,16169.5
Uppsala län,25-29 år,män,Antal,2008,11023.0
Uppsala län,25-29 år,män,Antal,2009,11461.5
Uppsala län,25-29 år,män,Antal,2010,12167.0
Uppsala län,25-29 år,män,Antal,2011,12747.5
Uppsala län,25-29 år,män,Antal,2012,13111.0
Uppsala län,25-29 år,män,Antal,2013,13506.5
