region,arbetskraftstillhörighet,kön,tabellinnehåll,kvartal,DATA
Hallands län,arbetslösa,kvinnor,1000-tal,2014K1,6.8
Hallands län,arbetslösa,kvinnor,1000-tal,2014K2,6.8
Hallands län,arbetslösa,kvinnor,1000-tal,2014K3,3.4
Hallands län,arbetslösa,kvinnor,1000-tal,2014K4,4.5
Hallands län,arbetslösa,kvinnor,1000-tal,2015K1,5.6
Hallands län,arbetslösa,kvinnor,1000-tal,2015K2,3.8
Hallands län,arbetslösa,kvinnor,1000-tal,2015K3,2.5
Hallands län,arbetslösa,kvinnor,1000-tal,2015K4,3.3
Hallands län,arbetslösa,kvinnor,1000-tal,2016K1,5.3
Hallands län,arbetslösa,kvinnor,1000-tal,2016K2,4.7
Hallands län,arbetslösa,kvinnor,1000-tal,2016K3,3.2
Hallands län,arbetslösa,kvinnor,1000-tal,2016K4,3.1
Hallands län,arbetslösa,kvinnor,1000-tal,2017K1,3.4
Hallands län,arbetslösa,kvinnor,1000-tal,2017K2,6.0
Hallands län,arbetslösa,kvinnor,1000-tal,2017K3,2.8
Hallands län,arbetslösa,kvinnor,1000-tal,2017K4,4.2
Hallands län,arbetslösa,kvinnor,1000-tal,2018K1,4.0
Hallands län,arbetslösa,kvinnor,1000-tal,2018K2,
Hallands län,arbetslösa,kvinnor,1000-tal,2018K3,
Hallands län,arbetslösa,kvinnor,1000-tal,2018K4,
Hallands län,arbetslösa,kvinnor,1000-tal,2019K1,
Hallands län,arbetslösa,kvinnor,1000-tal,2019K2,
Hallands län,arbetslösa,kvinnor,1000-tal,2019K3,
Hallands län,arbetslösa,kvinnor,1000-tal,2019K4,
Hallands län,arbetslösa,kvinnor,1000-tal,2020K1,
Hallands län,arbetslösa,kvinnor,1000-tal,2020K2,7.1
Hallands län,arbetslösa,kvinnor,1000-tal,2020K3,9.4
Hallands län,arbetslösa,kvinnor,1000-tal,2020K4,7.0
Hallands län,arbetslösa,kvinnor,1000-tal,2021K1,7.8
Hallands län,arbetslösa,kvinnor,1000-tal,2021K2,
Hallands län,arbetslösa,kvinnor,1000-tal,2021K3,
Hallands län,arbetslösa,kvinnor,1000-tal,2021K4,
Hallands län,arbetslösa,kvinnor,1000-tal,2022K1,
Hallands län,arbetslösa,kvinnor,1000-tal,2022K2,
Hallands län,arbetslösa,kvinnor,1000-tal,2022K3,
Hallands län,arbetslösa,kvinnor,1000-tal,2022K4,
Hallands län,arbetslösa,kvinnor,1000-tal,2023K1,
Hallands län,arbetslösa,kvinnor,1000-tal,2023K2,
Hallands län,arbetslösa,kvinnor,1000-tal,2023K3,
Hallands län,arbetslösa,kvinnor,1000-tal,2023K4,
Hallands län,arbetslösa,kvinnor,1000-tal,2024K1,
Hallands län,arbetslösa,kvinnor,1000-tal,2024K2,
Hallands län,arbetslösa,kvinnor,1000-tal,2024K3,
Hallands län,arbetslösa,kvinnor,1000-tal,2024K4,
Hallands län,arbetslösa,totalt,1000-tal,2008K1,7.8
Hallands län,arbetslösa,totalt,1000-tal,2008K2,9.1
Hallands län,arbetslösa,totalt,1000-tal,2008K3,8.2
Hallands län,arbetslösa,totalt,1000-tal,2008K4,7.7
Hallands län,arbetslösa,totalt,1000-tal,2009K1,9.7
Hallands län,arbetslösa,totalt,1000-tal,2009K2,13.8
Hallands län,arbetslösa,totalt,1000-tal,2009K3,9.3
Hallands län,arbetslösa,totalt,1000-tal,2009K4,10.0
Hallands län,arbetslösa,totalt,1000-tal,2010K1,13.0
Hallands län,arbetslösa,totalt,1000-tal,2010K2,13.0
Hallands län,arbetslösa,totalt,1000-tal,2010K3,9.6
Hallands län,arbetslösa,totalt,1000-tal,2010K4,10.2
Hallands län,arbetslösa,totalt,1000-tal,2011K1,13.0
Hallands län,arbetslösa,totalt,1000-tal,2011K2,11.6
Hallands län,arbetslösa,totalt,1000-tal,2011K3,7.3
Hallands län,arbetslösa,totalt,1000-tal,2011K4,8.0
Hallands län,arbetslösa,totalt,1000-tal,2012K1,11.1
Hallands län,arbetslösa,totalt,1000-tal,2012K2,12.9
Hallands län,arbetslösa,totalt,1000-tal,2012K3,9.2
Hallands län,arbetslösa,totalt,1000-tal,2012K4,8.5
Hallands län,arbetslösa,totalt,1000-tal,2013K1,12.3
Hallands län,arbetslösa,totalt,1000-tal,2013K2,13.4
Hallands län,arbetslösa,totalt,1000-tal,2013K3,11.0
Hallands län,arbetslösa,totalt,1000-tal,2013K4,9.3
Hallands län,arbetslösa,totalt,1000-tal,2014K1,13.0
Hallands län,arbetslösa,totalt,1000-tal,2014K2,13.0
Hallands län,arbetslösa,totalt,1000-tal,2014K3,7.3
Hallands län,arbetslösa,totalt,1000-tal,2014K4,8.7
Hallands län,arbetslösa,totalt,1000-tal,2015K1,10.6
Hallands län,arbetslösa,totalt,1000-tal,2015K2,9.7
Hallands län,arbetslösa,totalt,1000-tal,2015K3,6.0
Hallands län,arbetslösa,totalt,1000-tal,2015K4,7.5
Hallands län,arbetslösa,totalt,1000-tal,2016K1,9.8
Hallands län,arbetslösa,totalt,1000-tal,2016K2,9.0
Hallands län,arbetslösa,totalt,1000-tal,2016K3,6.8
Hallands län,arbetslösa,totalt,1000-tal,2016K4,7.6
Hallands län,arbetslösa,totalt,1000-tal,2017K1,9.0
Hallands län,arbetslösa,totalt,1000-tal,2017K2,11.6
Hallands län,arbetslösa,totalt,1000-tal,2017K3,6.6
Hallands län,arbetslösa,totalt,1000-tal,2017K4,8.8
Hallands län,arbetslösa,totalt,1000-tal,2018K1,11.3
Hallands län,arbetslösa,totalt,1000-tal,2018K2,9.1
Hallands län,arbetslösa,totalt,1000-tal,2018K3,6.6
Hallands län,arbetslösa,totalt,1000-tal,2018K4,
Hallands län,arbetslösa,totalt,1000-tal,2019K1,8.1
Hallands län,arbetslösa,totalt,1000-tal,2019K2,10.1
Hallands län,arbetslösa,totalt,1000-tal,2019K3,9.4
Hallands län,arbetslösa,totalt,1000-tal,2019K4,8.0
Hallands län,arbetslösa,totalt,1000-tal,2020K1,11.2
Hallands län,arbetslösa,totalt,1000-tal,2020K2,14.5
Hallands län,arbetslösa,totalt,1000-tal,2020K3,16.8
Hallands län,arbetslösa,totalt,1000-tal,2020K4,14.6
Hallands län,arbetslösa,totalt,1000-tal,2021K1,20.1
Hallands län,arbetslösa,totalt,1000-tal,2021K2,14.9
Hallands län,arbetslösa,totalt,1000-tal,2021K3,9.8
Hallands län,arbetslösa,totalt,1000-tal,2021K4,9.1
Hallands län,arbetslösa,totalt,1000-tal,2022K1,9.4
Hallands län,arbetslösa,totalt,1000-tal,2022K2,10.7
Hallands län,arbetslösa,totalt,1000-tal,2022K3,
Hallands län,arbetslösa,totalt,1000-tal,2022K4,10.3
Hallands län,arbetslösa,totalt,1000-tal,2023K1,13.2
Hallands län,arbetslösa,totalt,1000-tal,2023K2,13.4
Hallands län,arbetslösa,totalt,1000-tal,2023K3,11.6
Hallands län,arbetslösa,totalt,1000-tal,2023K4,9.4
Hallands län,arbetslösa,totalt,1000-tal,2024K1,13.4
Hallands län,arbetslösa,totalt,1000-tal,2024K2,14.9
Hallands län,arbetslösa,totalt,1000-tal,2024K3,
Hallands län,arbetslösa,totalt,1000-tal,2024K4,11.1
Västra Götalands län,arbetslösa,män,1000-tal,2008K1,27.8
Västra Götalands län,arbetslösa,män,1000-tal,2008K2,32.2
Västra Götalands län,arbetslösa,män,1000-tal,2008K3,22.3
Västra Götalands län,arbetslösa,män,1000-tal,2008K4,27.6
Västra Götalands län,arbetslösa,män,1000-tal,2009K1,36.8
Västra Götalands län,arbetslösa,män,1000-tal,2009K2,43.5
Västra Götalands län,arbetslösa,män,1000-tal,2009K3,41.5
Västra Götalands län,arbetslösa,män,1000-tal,2009K4,42.3
Västra Götalands län,arbetslösa,män,1000-tal,2010K1,45.7
Västra Götalands län,arbetslösa,män,1000-tal,2010K2,47.8
Västra Götalands län,arbetslösa,män,1000-tal,2010K3,39.8
Västra Götalands län,arbetslösa,män,1000-tal,2010K4,35.4
Västra Götalands län,arbetslösa,män,1000-tal,2011K1,36.5
Västra Götalands län,arbetslösa,män,1000-tal,2011K2,37.2
Västra Götalands län,arbetslösa,män,1000-tal,2011K3,32.1
Västra Götalands län,arbetslösa,män,1000-tal,2011K4,32.6
Västra Götalands län,arbetslösa,män,1000-tal,2012K1,40.4
Västra Götalands län,arbetslösa,män,1000-tal,2012K2,43.9
Västra Götalands län,arbetslösa,män,1000-tal,2012K3,36.1
Västra Götalands län,arbetslösa,män,1000-tal,2012K4,36.4
Västra Götalands län,arbetslösa,män,1000-tal,2013K1,39.4
Västra Götalands län,arbetslösa,män,1000-tal,2013K2,42.3
Västra Götalands län,arbetslösa,män,1000-tal,2013K3,32.9
Västra Götalands län,arbetslösa,män,1000-tal,2013K4,36.2
Västra Götalands län,arbetslösa,män,1000-tal,2014K1,41.2
Västra Götalands län,arbetslösa,män,1000-tal,2014K2,39.6
Västra Götalands län,arbetslösa,män,1000-tal,2014K3,33.8
Västra Götalands län,arbetslösa,män,1000-tal,2014K4,35.1
Västra Götalands län,arbetslösa,män,1000-tal,2015K1,38.4
Västra Götalands län,arbetslösa,män,1000-tal,2015K2,33.3
Västra Götalands län,arbetslösa,män,1000-tal,2015K3,26.2
Västra Götalands län,arbetslösa,män,1000-tal,2015K4,28.5
Västra Götalands län,arbetslösa,män,1000-tal,2016K1,36.2
Västra Götalands län,arbetslösa,män,1000-tal,2016K2,40.1
Västra Götalands län,arbetslösa,män,1000-tal,2016K3,31.2
Västra Götalands län,arbetslösa,män,1000-tal,2016K4,33.4
Västra Götalands län,arbetslösa,män,1000-tal,2017K1,34.0
Västra Götalands län,arbetslösa,män,1000-tal,2017K2,32.8
Västra Götalands län,arbetslösa,män,1000-tal,2017K3,27.1
Västra Götalands län,arbetslösa,män,1000-tal,2017K4,27.2
Västra Götalands län,arbetslösa,män,1000-tal,2018K1,27.2
Västra Götalands län,arbetslösa,män,1000-tal,2018K2,31.9
Västra Götalands län,arbetslösa,män,1000-tal,2018K3,25.5
Västra Götalands län,arbetslösa,män,1000-tal,2018K4,27.3
Västra Götalands län,arbetslösa,män,1000-tal,2019K1,34.2
Västra Götalands län,arbetslösa,män,1000-tal,2019K2,31.3
Västra Götalands län,arbetslösa,män,1000-tal,2019K3,25.6
Västra Götalands län,arbetslösa,män,1000-tal,2019K4,27.1
Västra Götalands län,arbetslösa,män,1000-tal,2020K1,30.6
Västra Götalands län,arbetslösa,män,1000-tal,2020K2,41.5
Västra Götalands län,arbetslösa,män,1000-tal,2020K3,43.6
Västra Götalands län,arbetslösa,män,1000-tal,2020K4,43.8
Västra Götalands län,arbetslösa,män,1000-tal,2021K1,49.7
Västra Götalands län,arbetslösa,män,1000-tal,2021K2,44.6
Västra Götalands län,arbetslösa,män,1000-tal,2021K3,33.4
Västra Götalands län,arbetslösa,män,1000-tal,2021K4,29.6
Västra Götalands län,arbetslösa,män,1000-tal,2022K1,31.9
Västra Götalands län,arbetslösa,män,1000-tal,2022K2,32.6
Västra Götalands län,arbetslösa,män,1000-tal,2022K3,24.2
Västra Götalands län,arbetslösa,män,1000-tal,2022K4,29.8
Västra Götalands län,arbetslösa,män,1000-tal,2023K1,33.7
Västra Götalands län,arbetslösa,män,1000-tal,2023K2,44.6
Västra Götalands län,arbetslösa,män,1000-tal,2023K3,33.5
Västra Götalands län,arbetslösa,män,1000-tal,2023K4,38.5
Västra Götalands län,arbetslösa,män,1000-tal,2024K1,45.3
Västra Götalands län,arbetslösa,män,1000-tal,2024K2,51.5
Västra Götalands län,arbetslösa,män,1000-tal,2024K3,32.2
Västra Götalands län,arbetslösa,män,1000-tal,2024K4,36.3
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2008K1,23.1
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2008K2,28.5
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2008K3,24.3
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2008K4,23.5
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2009K1,29.8
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2009K2,40.9
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2009K3,33.3
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2009K4,32.4
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2010K1,36.4
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2010K2,37.7
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2010K3,30.5
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2010K4,29.3
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2011K1,34.3
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2011K2,34.4
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2011K3,27.8
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2011K4,25.9
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2012K1,28.7
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2012K2,33.9
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2012K3,28.2
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2012K4,29.6
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2013K1,35.5
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2013K2,36.5
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2013K3,30.6
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2013K4,32.9
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2014K1,35.0
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2014K2,35.1
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2014K3,31.5
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2014K4,30.0
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2015K1,33.3
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2015K2,38.2
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2015K3,24.9
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2015K4,21.6
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2016K1,26.5
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2016K2,29.8
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2016K3,23.1
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2016K4,22.0
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2017K1,27.2
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2017K2,27.0
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2017K3,26.4
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2017K4,22.9
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2018K1,24.0
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2018K2,27.8
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2018K3,27.2
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2018K4,25.7
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2019K1,38.0
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2019K2,27.4
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2019K3,29.2
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2019K4,25.3
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2020K1,30.0
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2020K2,34.2
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2020K3,36.3
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2020K4,33.4
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2021K1,41.2
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2021K2,42.6
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2021K3,49.5
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2021K4,34.5
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2022K1,29.8
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2022K2,37.2
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2022K3,34.3
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2022K4,31.5
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2023K1,35.7
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2023K2,30.6
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2023K3,38.1
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2023K4,38.5
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2024K1,45.2
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2024K2,47.2
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2024K3,40.7
Västra Götalands län,arbetslösa,kvinnor,1000-tal,2024K4,38.2
Västra Götalands län,arbetslösa,totalt,1000-tal,2008K1,50.9
Västra Götalands län,arbetslösa,totalt,1000-tal,2008K2,60.7
Västra Götalands län,arbetslösa,totalt,1000-tal,2008K3,46.6
Västra Götalands län,arbetslösa,totalt,1000-tal,2008K4,51.0
Västra Götalands län,arbetslösa,totalt,1000-tal,2009K1,66.6
Västra Götalands län,arbetslösa,totalt,1000-tal,2009K2,84.3
Västra Götalands län,arbetslösa,totalt,1000-tal,2009K3,74.8
Västra Götalands län,arbetslösa,totalt,1000-tal,2009K4,74.7
Västra Götalands län,arbetslösa,totalt,1000-tal,2010K1,82.2
Västra Götalands län,arbetslösa,totalt,1000-tal,2010K2,85.5
Västra Götalands län,arbetslösa,totalt,1000-tal,2010K3,70.3
Västra Götalands län,arbetslösa,totalt,1000-tal,2010K4,64.8
Västra Götalands län,arbetslösa,totalt,1000-tal,2011K1,70.8
Västra Götalands län,arbetslösa,totalt,1000-tal,2011K2,71.7
Västra Götalands län,arbetslösa,totalt,1000-tal,2011K3,59.9
Västra Götalands län,arbetslösa,totalt,1000-tal,2011K4,58.5
Västra Götalands län,arbetslösa,totalt,1000-tal,2012K1,69.0
Västra Götalands län,arbetslösa,totalt,1000-tal,2012K2,77.7
Västra Götalands län,arbetslösa,totalt,1000-tal,2012K3,64.3
Västra Götalands län,arbetslösa,totalt,1000-tal,2012K4,66.1
Västra Götalands län,arbetslösa,totalt,1000-tal,2013K1,74.9
Västra Götalands län,arbetslösa,totalt,1000-tal,2013K2,78.7
Västra Götalands län,arbetslösa,totalt,1000-tal,2013K3,63.5
Västra Götalands län,arbetslösa,totalt,1000-tal,2013K4,69.1
Västra Götalands län,arbetslösa,totalt,1000-tal,2014K1,76.3
Västra Götalands län,arbetslösa,totalt,1000-tal,2014K2,74.8
Västra Götalands län,arbetslösa,totalt,1000-tal,2014K3,65.2
Västra Götalands län,arbetslösa,totalt,1000-tal,2014K4,65.1
Västra Götalands län,arbetslösa,totalt,1000-tal,2015K1,71.7
Västra Götalands län,arbetslösa,totalt,1000-tal,2015K2,71.5
Västra Götalands län,arbetslösa,totalt,1000-tal,2015K3,51.1
Västra Götalands län,arbetslösa,totalt,1000-tal,2015K4,50.1
Västra Götalands län,arbetslösa,totalt,1000-tal,2016K1,62.7
Västra Götalands län,arbetslösa,totalt,1000-tal,2016K2,69.9
Västra Götalands län,arbetslösa,totalt,1000-tal,2016K3,54.4
Västra Götalands län,arbetslösa,totalt,1000-tal,2016K4,55.4
Västra Götalands län,arbetslösa,totalt,1000-tal,2017K1,61.2
Västra Götalands län,arbetslösa,totalt,1000-tal,2017K2,59.8
Västra Götalands län,arbetslösa,totalt,1000-tal,2017K3,53.4
Västra Götalands län,arbetslösa,totalt,1000-tal,2017K4,50.1
Västra Götalands län,arbetslösa,totalt,1000-tal,2018K1,51.2
Västra Götalands län,arbetslösa,totalt,1000-tal,2018K2,59.7
Västra Götalands län,arbetslösa,totalt,1000-tal,2018K3,52.7
Västra Götalands län,arbetslösa,totalt,1000-tal,2018K4,53.0
Västra Götalands län,arbetslösa,totalt,1000-tal,2019K1,72.2
Västra Götalands län,arbetslösa,totalt,1000-tal,2019K2,58.7
Västra Götalands län,arbetslösa,totalt,1000-tal,2019K3,54.8
Västra Götalands län,arbetslösa,totalt,1000-tal,2019K4,52.3
Västra Götalands län,arbetslösa,totalt,1000-tal,2020K1,60.6
Västra Götalands län,arbetslösa,totalt,1000-tal,2020K2,75.6
Västra Götalands län,arbetslösa,totalt,1000-tal,2020K3,79.9
Västra Götalands län,arbetslösa,totalt,1000-tal,2020K4,77.1
Västra Götalands län,arbetslösa,totalt,1000-tal,2021K1,90.9
Västra Götalands län,arbetslösa,totalt,1000-tal,2021K2,87.2
Västra Götalands län,arbetslösa,totalt,1000-tal,2021K3,82.8
Västra Götalands län,arbetslösa,totalt,1000-tal,2021K4,64.1
Västra Götalands län,arbetslösa,totalt,1000-tal,2022K1,61.7
Västra Götalands län,arbetslösa,totalt,1000-tal,2022K2,69.7
Västra Götalands län,arbetslösa,totalt,1000-tal,2022K3,58.5
Västra Götalands län,arbetslösa,totalt,1000-tal,2022K4,61.3
Västra Götalands län,arbetslösa,totalt,1000-tal,2023K1,69.4
Västra Götalands län,arbetslösa,totalt,1000-tal,2023K2,75.3
Västra Götalands län,arbetslösa,totalt,1000-tal,2023K3,71.5
Västra Götalands län,arbetslösa,totalt,1000-tal,2023K4,77.0
Västra Götalands län,arbetslösa,totalt,1000-tal,2024K1,90.4
Västra Götalands län,arbetslösa,totalt,1000-tal,2024K2,98.7
Västra Götalands län,arbetslösa,totalt,1000-tal,2024K3,72.9
Västra Götalands län,arbetslösa,totalt,1000-tal,2024K4,74.4
Värmlands län,arbetslösa,män,1000-tal,2008K1,4.7
Värmlands län,arbetslösa,män,1000-tal,2008K2,3.8
Värmlands län,arbetslösa,män,1000-tal,2008K3,4.2
Värmlands län,arbetslösa,män,1000-tal,2008K4,5.0
Värmlands län,arbetslösa,män,1000-tal,2009K1,6.3
Värmlands län,arbetslösa,män,1000-tal,2009K2,6.2
Värmlands län,arbetslösa,män,1000-tal,2009K3,5.7
Värmlands län,arbetslösa,män,1000-tal,2009K4,7.4
Värmlands län,arbetslösa,män,1000-tal,2010K1,7.9
Värmlands län,arbetslösa,män,1000-tal,2010K2,6.3
Värmlands län,arbetslösa,män,1000-tal,2010K3,5.1
Värmlands län,arbetslösa,män,1000-tal,2010K4,5.8
Värmlands län,arbetslösa,män,1000-tal,2011K1,8.8
Värmlands län,arbetslösa,män,1000-tal,2011K2,8.1
Värmlands län,arbetslösa,män,1000-tal,2011K3,6.4
Värmlands län,arbetslösa,män,1000-tal,2011K4,6.4
Värmlands län,arbetslösa,män,1000-tal,2012K1,7.8
Värmlands län,arbetslösa,män,1000-tal,2012K2,6.0
Värmlands län,arbetslösa,män,1000-tal,2012K3,5.8
Värmlands län,arbetslösa,män,1000-tal,2012K4,6.0
Värmlands län,arbetslösa,män,1000-tal,2013K1,6.3
Värmlands län,arbetslösa,män,1000-tal,2013K2,8.1
Värmlands län,arbetslösa,män,1000-tal,2013K3,5.4
Värmlands län,arbetslösa,män,1000-tal,2013K4,5.7
Värmlands län,arbetslösa,män,1000-tal,2014K1,6.0
Värmlands län,arbetslösa,män,1000-tal,2014K2,6.3
Värmlands län,arbetslösa,män,1000-tal,2014K3,4.6
Värmlands län,arbetslösa,män,1000-tal,2014K4,5.1
Värmlands län,arbetslösa,män,1000-tal,2015K1,5.9
Värmlands län,arbetslösa,män,1000-tal,2015K2,7.0
Värmlands län,arbetslösa,män,1000-tal,2015K3,4.0
Värmlands län,arbetslösa,män,1000-tal,2015K4,4.5
Värmlands län,arbetslösa,män,1000-tal,2016K1,5.7
Värmlands län,arbetslösa,män,1000-tal,2016K2,5.0
Värmlands län,arbetslösa,män,1000-tal,2016K3,4.0
Värmlands län,arbetslösa,män,1000-tal,2016K4,4.3
Värmlands län,arbetslösa,män,1000-tal,2017K1,4.1
Värmlands län,arbetslösa,män,1000-tal,2017K2,4.2
Värmlands län,arbetslösa,män,1000-tal,2017K3,3.3
Värmlands län,arbetslösa,män,1000-tal,2017K4,4.4
Värmlands län,arbetslösa,män,1000-tal,2018K1,4.5
Värmlands län,arbetslösa,män,1000-tal,2018K2,4.4
Värmlands län,arbetslösa,män,1000-tal,2018K3,
Värmlands län,arbetslösa,män,1000-tal,2018K4,
Värmlands län,arbetslösa,män,1000-tal,2019K1,
Värmlands län,arbetslösa,män,1000-tal,2019K2,
Värmlands län,arbetslösa,män,1000-tal,2019K3,
Värmlands län,arbetslösa,män,1000-tal,2019K4,
Värmlands län,arbetslösa,män,1000-tal,2020K1,7.3
Värmlands län,arbetslösa,män,1000-tal,2020K2,
Värmlands län,arbetslösa,män,1000-tal,2020K3,
Värmlands län,arbetslösa,män,1000-tal,2020K4,
Värmlands län,arbetslösa,män,1000-tal,2021K1,
Värmlands län,arbetslösa,män,1000-tal,2021K2,
Värmlands län,arbetslösa,män,1000-tal,2021K3,
Värmlands län,arbetslösa,män,1000-tal,2021K4,
Värmlands län,arbetslösa,män,1000-tal,2022K1,
Värmlands län,arbetslösa,män,1000-tal,2022K2,
Värmlands län,arbetslösa,män,1000-tal,2022K3,
Värmlands län,arbetslösa,män,1000-tal,2022K4,
Värmlands län,arbetslösa,män,1000-tal,2023K1,
Värmlands län,arbetslösa,män,1000-tal,2023K2,
Värmlands län,arbetslösa,män,1000-tal,2023K3,
Värmlands län,arbetslösa,män,1000-tal,2023K4,
Värmlands län,arbetslösa,män,1000-tal,2024K1,
Värmlands län,arbetslösa,män,1000-tal,2024K2,
Värmlands län,arbetslösa,män,1000-tal,2024K3,
Värmlands län,arbetslösa,män,1000-tal,2024K4,
Värmlands län,arbetslösa,kvinnor,1000-tal,2008K1,5.5
Värmlands län,arbetslösa,kvinnor,1000-tal,2008K2,6.4
Värmlands län,arbetslösa,kvinnor,1000-tal,2008K3,4.4
Värmlands län,arbetslösa,kvinnor,1000-tal,2008K4,5.0
Värmlands län,arbetslösa,kvinnor,1000-tal,2009K1,6.4
Värmlands län,arbetslösa,kvinnor,1000-tal,2009K2,6.8
Värmlands län,arbetslösa,kvinnor,1000-tal,2009K3,5.8
Värmlands län,arbetslösa,kvinnor,1000-tal,2009K4,7.6
Värmlands län,arbetslösa,kvinnor,1000-tal,2010K1,8.4
Värmlands län,arbetslösa,kvinnor,1000-tal,2010K2,6.0
Värmlands län,arbetslösa,kvinnor,1000-tal,2010K3,5.4
Värmlands län,arbetslösa,kvinnor,1000-tal,2010K4,5.5
Värmlands län,arbetslösa,kvinnor,1000-tal,2011K1,6.2
Värmlands län,arbetslösa,kvinnor,1000-tal,2011K2,7.9
Värmlands län,arbetslösa,kvinnor,1000-tal,2011K3,3.4
Värmlands län,arbetslösa,kvinnor,1000-tal,2011K4,7.0
Värmlands län,arbetslösa,kvinnor,1000-tal,2012K1,5.2
Värmlands län,arbetslösa,kvinnor,1000-tal,2012K2,5.2
Värmlands län,arbetslösa,kvinnor,1000-tal,2012K3,5.2
Värmlands län,arbetslösa,kvinnor,1000-tal,2012K4,5.9
Värmlands län,arbetslösa,kvinnor,1000-tal,2013K1,5.8
Värmlands län,arbetslösa,kvinnor,1000-tal,2013K2,6.8
Värmlands län,arbetslösa,kvinnor,1000-tal,2013K3,6.4
Värmlands län,arbetslösa,kvinnor,1000-tal,2013K4,6.2
Värmlands län,arbetslösa,kvinnor,1000-tal,2014K1,6.3
Värmlands län,arbetslösa,kvinnor,1000-tal,2014K2,7.0
Värmlands län,arbetslösa,kvinnor,1000-tal,2014K3,4.8
Värmlands län,arbetslösa,kvinnor,1000-tal,2014K4,4.8
Värmlands län,arbetslösa,kvinnor,1000-tal,2015K1,5.3
Värmlands län,arbetslösa,kvinnor,1000-tal,2015K2,4.7
Värmlands län,arbetslösa,kvinnor,1000-tal,2015K3,4.7
Värmlands län,arbetslösa,kvinnor,1000-tal,2015K4,4.8
Värmlands län,arbetslösa,kvinnor,1000-tal,2016K1,4.9
Värmlands län,arbetslösa,kvinnor,1000-tal,2016K2,6.0
